UA,PD_ciclo1,MPD_ciclo1,MNTD_ciclo1,PD_ciclo2,MPD_ciclo2,MNTD_ciclo2,PD_delta,MPD_delta,MNTD_delta
384,3212.187396006,289.6945281374795,93.49491682545,3259.566230506,286.36350364479733,81.72812411662791,47.37883449999981,-3.331024492682161,-11.766792708822095
385,3225.899318,306.4730182746401,90.4316380232558,3387.79156,303.9112281010101,92.80213084444443,161.8922419999999,-2.5617901736299586,2.370492821188634
386,4220.365842006,290.6484212023825,83.21710381986885,4254.082054006,289.7585977955399,82.39969245180644,33.71621200000027,-0.889823406842595,-0.8174113680624089
387,3951.58195,309.8341693709528,106.08518819148937,4086.063803,302.1006079927431,91.78201301886791,134.48185300000023,-7.733561378209686,-14.30317517262145
39,3528.027957896,242.01706712910143,96.07085557808696,3587.328523896,241.0959751282294,97.64229307642552,59.300566000000345,-0.9210920008720223,1.571437498338554
390,2850.376156002,239.27644977217204,126.75514161335484,2994.987846002,240.1485289984336,111.85972762888572,144.61169000000018,0.8720792262615475,-14.895413984469116
391,2544.726712999,271.0771153014615,147.9037221923846,2544.726712999,271.0771153014615,147.9037221923846,0.0,0.0,0.0
392,2420.314396999,223.2898702750608,115.06271928578572,2991.193322999,232.56990247409445,120.9970351765294,570.8789259999999,9.280032199033656,5.934315890743676
395,2866.6625159960004,242.41414209066667,107.12890184824242,3035.452801996,242.78466918158287,116.8407239115294,168.79028599999947,0.3705270909161982,9.711822063286974
397,2200.031485996,236.29240257213044,122.4040615415,2656.394041996,234.6239550679394,106.08724233321212,456.36255600000004,-1.6684475041910503,-16.316819208287882
